timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp,SMA_7,SMA_30,Volatility
2023-02-02 00:00:00+00:00,2023-02-02T23:59:59.999Z,2023-02-02T01:01:00.000Z,2023-02-02T23:58:00.000Z,2781,23720.8235172754,24167.210232202,23468.5952825572,23471.8704412794,32066936882.0,452534728124.07,2023-02-02T23:59:59.999Z,23294.206641557197,20832.78253208803,363.4726006127906
2023-02-03 00:00:00+00:00,2023-02-03T23:59:59.999Z,2023-02-03T16:37:00.000Z,2023-02-03T20:07:00.000Z,2781,23469.41250714,23678.1025764755,23279.9557414819,23449.3216215066,27083066007.24,452119476083.72,2023-02-03T23:59:59.999Z,23347.1486046421,21052.31864419547,353.7144772447253
2023-02-04 00:00:00+00:00,2023-02-04T23:59:59.999Z,2023-02-04T13:21:00.000Z,2023-02-04T05:29:00.000Z,2781,23446.3207269726,23556.9488050843,23291.7956588871,23331.8471370961,15639298538.02,449874457148.45,2023-02-04T23:59:59.999Z,23390.113941995816,21268.822327257887,326.11409007787745
2023-02-05 00:00:00+00:00,2023-02-05T23:59:59.999Z,2023-02-05T08:43:00.000Z,2023-02-05T19:29:00.000Z,2781,23332.2476009512,23423.4356115385,22841.7603125011,22955.6660162974,19564262605.21,442642331535.6,2023-02-05T23:59:59.999Z,23273.12824099379,21468.945543913487,311.78103775390207
2023-02-06 00:00:00+00:00,2023-02-06T23:59:59.999Z,2023-02-06T16:23:00.000Z,2023-02-06T23:22:00.000Z,2781,22954.0219641729,23119.2799503201,22692.0259840498,22760.1092633004,23825006541.98,438893838655.36,2023-02-06T23:59:59.999Z,23261.695434696703,21662.446604851542,331.1692009755908
2023-02-07 00:00:00+00:00,2023-02-07T23:59:59.999Z,2023-02-07T18:02:00.000Z,2023-02-07T00:02:00.000Z,2781,22757.2675418795,23310.975071817,22756.2582769853,23264.2911876916,27187964470.79,448636152158.08,2023-02-07T23:59:59.999Z,23279.5536172366,21868.218162731155,326.8098304817441
2023-02-08 00:00:00+00:00,2023-02-08T23:59:59.999Z,2023-02-08T01:17:00.000Z,2023-02-08T16:28:00.000Z,2781,23263.4151260445,23367.9592874059,22731.098213301,22939.3987006841,25371367757.61,442391167095.22,2023-02-08T23:59:59.999Z,23167.50062397937,22059.646317432638,280.2719985735807
2023-02-09 00:00:00+00:00,2023-02-09T23:59:59.999Z,2023-02-09T01:03:00.000Z,2023-02-09T22:58:00.000Z,2781,22946.5655186068,22996.4375107837,21773.9746140573,21819.0399147365,32572572185.34,420806214870.32,2023-02-09T23:59:59.999Z,22931.381977330388,22205.404564280554,548.7494192445947
2023-02-10 00:00:00+00:00,2023-02-10T23:59:59.999Z,2023-02-10T03:00:00.000Z,2023-02-10T21:46:00.000Z,2781,21819.0064204049,21941.185603317,21539.3928305144,21651.1837829361,27078406593.87,417588395181.59,2023-02-10T23:59:59.999Z,22674.505143248884,22328.980769396152,672.7433311244533
2023-02-11 00:00:00+00:00,2023-02-11T23:59:59.999Z,2023-02-11T23:35:00.000Z,2023-02-11T00:16:00.000Z,2781,21651.8418620036,21891.4105629778,21618.4497276175,21870.8740640545,16356226232.0,421847190488.29,2023-02-11T23:59:59.999Z,22465.79470424294,22429.02363635578,661.3503383931352
2023-02-12 00:00:00+00:00,2023-02-12T23:59:59.999Z,2023-02-12T16:41:00.000Z,2023-02-12T22:10:00.000Z,2781,21870.9025018492,22060.9946065574,21682.8287747068,21788.2039862606,17821046405.57,420274300806.28,2023-02-12T23:59:59.999Z,22299.01441423769,22491.64461507278,664.4234647846331
2023-02-13 00:00:00+00:00,2023-02-13T23:59:59.999Z,2023-02-13T07:25:00.000Z,2023-02-13T17:57:00.000Z,2781,21786.9992632743,21898.4138396757,21460.0885038644,21808.1017736009,23918742607.37,420678828415.31,2023-02-13T23:59:59.999Z,22163.013344280615,22519.371347646407,651.6215628513532
2023-02-14 00:00:00+00:00,2023-02-14T23:59:59.999Z,2023-02-14T15:16:00.000Z,2023-02-14T14:33:00.000Z,2781,21801.8231464442,22293.1400934501,21632.3939838592,22220.8041436975,26792596580.6,428662088256.18,2023-02-14T23:59:59.999Z,22013.943766567176,22564.038179030253,443.9667183751297
2023-02-15 00:00:00+00:00,2023-02-15T23:59:59.999Z,2023-02-15T23:59:00.000Z,2023-02-15T02:52:00.000Z,2781,22220.5853384745,24307.8413284844,22082.7690807679,24307.8413284844,32483312909.3,468947166603.22,2023-02-15T23:59:59.999Z,22209.435570538644,22668.645130623187,941.6845326060612
2023-02-16 00:00:00+00:00,2023-02-16T23:59:59.999Z,2023-02-16T16:06:00.000Z,2023-02-16T23:55:00.000Z,2781,24307.3501977993,25134.1173501961,23602.522501391,23623.4744808063,39316664596.38,455770787833.36,2023-02-16T23:59:59.999Z,22467.211937120042,22750.71030598619,1056.927562891877
2023-02-17 00:00:00+00:00,2023-02-17T23:59:59.999Z,2023-02-17T20:26:00.000Z,2023-02-17T00:04:00.000Z,2781,23621.2824942638,24924.0400603084,23460.7560266313,24565.6019889467,41358451254.72,473972409615.04,2023-02-17T23:59:59.999Z,22883.557395121556,22879.93768128892,1240.0611085478927
2023-02-18 00:00:00+00:00,2023-02-18T23:59:59.999Z,2023-02-18T18:16:00.000Z,2023-02-18T11:01:00.000Z,2781,24565.2959998509,24798.8355706509,24468.3736308589,24641.2769484258,19625427157.74,475459130854.86,2023-02-18T23:59:59.999Z,23279.329235746027,22998.420469408306,1303.4641260775197
2023-02-19 00:00:00+00:00,2023-02-19T23:59:59.999Z,2023-02-19T16:16:00.000Z,2023-02-19T23:59:00.000Z,2781,24640.0272214209,25093.0551495442,24327.6416722827,24327.6416722827,25555105669.92,469431477134.26,2023-02-19T23:59:59.999Z,23642.1060480349,23053.456799854794,1165.3588656167503
2023-02-20 00:00:00+00:00,2023-02-20T23:59:59.999Z,2023-02-20T15:10:00.000Z,2023-02-20T01:16:00.000Z,2781,24336.6233404821,25020.4595125254,23927.9092534735,24829.1475699492,28987376572.9,479132405758.14,2023-02-20T23:59:59.999Z,24073.6840189418,23121.84085854868,902.7778238425179
2023-02-21 00:00:00+00:00,2023-02-21T23:59:59.999Z,2023-02-21T08:30:00.000Z,2023-02-21T22:06:00.000Z,2781,24833.0489142974,25126.851685722,24200.3641163385,24436.354484576,31252098713.68,471577656114.25,2023-02-21T23:59:59.999Z,24390.19121049587,23179.03882041324,384.5289789146562
2023-02-22 00:00:00+00:00,2023-02-22T23:59:59.999Z,2023-02-22T00:10:00.000Z,2023-02-22T17:16:00.000Z,2781,24437.4184799228,24472.3397572186,23644.3177157894,24188.8429766943,30199996780.9,466821375594.42,2023-02-22T23:59:59.999Z,24373.19144595443,23220.852537491093,391.3463678928053
2023-02-23 00:00:00+00:00,2023-02-23T23:59:59.999Z,2023-02-23T03:05:00.000Z,2023-02-23T12:08:00.000Z,2781,24190.7189835462,24572.0894214544,23693.9194852587,23947.492523176,30476264066.0,462189287816.46,2023-02-23T23:59:59.999Z,24419.47973772153,23264.55331122391,295.2562958171905
2023-02-24 00:00:00+00:00,2023-02-24T23:59:59.999Z,2023-02-24T01:19:00.000Z,2023-02-24T19:46:00.000Z,2781,23946.0078636716,24103.7044834567,23007.071326645,23198.1274878832,26811744927.57,447747058643.64,2023-02-24T23:59:59.999Z,24224.126237569602,23267.228904756525,536.3870426363318
2023-02-25 00:00:00+00:00,2023-02-25T23:59:59.999Z,2023-02-25T00:31:00.000Z,2023-02-25T20:50:00.000Z,2781,23200.1258534291,23210.2110723344,22861.5586648141,23175.3756358425,16100721565.07,447323985682.72,2023-02-25T23:59:59.999Z,24014.711764343414,23271.982172660995,625.18644084889
2023-02-26 00:00:00+00:00,2023-02-26T23:59:59.999Z,2023-02-26T20:46:00.000Z,2023-02-26T02:20:00.000Z,2781,23174.1507687151,23654.3673746458,23084.2216397241,23561.2129109163,16644534841.91,454795165822.83,2023-02-26T23:59:59.999Z,23905.22194129107,23288.065007027795,628.3534631930767
2023-02-27 00:00:00+00:00,2023-02-27T23:59:59.999Z,2023-02-27T15:11:00.000Z,2023-02-27T18:35:00.000Z,2781,23561.4506815245,23857.8911252628,23205.8792453501,23522.871914506,22660763494.22,454075216419.73,2023-02-27T23:59:59.999Z,23718.611133370614,23304.457744990657,486.09948715987235
2023-02-28 00:00:00+00:00,2023-02-28T23:59:59.999Z,2023-02-28T16:10:00.000Z,2023-02-28T21:44:00.000Z,2781,23521.8388223949,23585.3840695392,23077.6503704068,23147.3533899085,20535363433.98,446846764116.35,2023-02-28T23:59:59.999Z,23534.468119846686,23283.55066054389,406.5250328005054
2023-03-01 00:00:00+00:00,2023-03-01T23:59:59.999Z,2023-03-01T09:01:00.000Z,2023-03-01T00:57:00.000Z,2781,23150.9299581785,23880.6324628676,23088.6266999013,23646.549899145,24662841199.56,456508161672.8,2023-03-01T23:59:59.999Z,23456.997680196782,23310.43102693605,298.30627510446544
2023-03-02 00:00:00+00:00,2023-03-02T23:59:59.999Z,2023-03-02T00:24:00.000Z,2023-03-02T14:23:00.000Z,2781,23647.0194731298,23739.1380767792,23245.0214332402,23475.4667376623,20386398516.25,453226586695.74,2023-03-02T23:59:59.999Z,23389.5654251234,23321.637121194388,208.90426616223402
2023-03-03 00:00:00+00:00,2023-03-03T23:59:59.999Z,2023-03-03T00:04:00.000Z,2023-03-03T21:22:00.000Z,2781,23476.6337312584,23479.3480937656,22213.2375937663,22362.6793319333,26062404610.39,431765463285.53,2023-03-03T23:59:59.999Z,23270.215688559132,23276.26744380934,443.46777443451253
2023-03-04 00:00:00+00:00,2023-03-04T23:59:59.999Z,2023-03-04T06:35:00.000Z,2023-03-04T20:49:00.000Z,2781,22362.9230267909,22405.1769535758,22198.9810093926,22353.3500739307,11166012913.03,431607268094.04,2023-03-04T23:59:59.999Z,23152.78346542887,23238.98343156438,564.96277639252
2023-03-05 00:00:00+00:00,2023-03-05T23:59:59.999Z,2023-03-05T01:49:00.000Z,2023-03-05T02:41:00.000Z,2781,22354.1435981558,22613.685230682,22307.1433134221,22435.5141969735,13317001732.58,433216160786.45,2023-03-05T23:59:59.999Z,22991.96936343704,23205.18985074661,589.0288612040623
2023-03-06 00:00:00+00:00,2023-03-06T23:59:59.999Z,2023-03-06T16:05:00.000Z,2023-03-06T05:07:00.000Z,2781,22436.8167758974,22584.2938087023,22331.3148283697,22429.7575333463,17353192895.19,433122543176.49,2023-03-06T23:59:59.999Z,22835.810166128515,23175.120197288285,569.3936474915329
2023-03-07 00:00:00+00:00,2023-03-07T23:59:59.999Z,2023-03-07T03:07:00.000Z,2023-03-07T21:25:00.000Z,2781,22428.3223896888,22527.4186416807,22011.2624966569,22219.7690709418,22765452203.97,429090671120.0,2023-03-07T23:59:59.999Z,22703.298120561845,23150.59029910977,592.2817614891356
2023-03-08 00:00:00+00:00,2023-03-08T23:59:59.999Z,2023-03-08T00:23:00.000Z,2023-03-08T23:43:00.000Z,2781,22216.4423211022,22268.8962521879,21708.0505060405,21718.0798304321,22536575684.49,419421447158.25,2023-03-08T23:59:59.999Z,22427.80239646,23115.855984680824,525.1082449319563
2023-03-09 00:00:00+00:00,2023-03-09T23:59:59.999Z,2023-03-09T03:42:00.000Z,2023-03-09T21:01:00.000Z,2781,21720.0793175611,21802.7166811718,20210.3067467507,20363.0211117254,30364664170.83,393268847887.5,2023-03-09T23:59:59.999Z,21983.167307040447,23019.146982148617,756.7750277916748
2023-03-10 00:00:00+00:00,2023-03-10T23:59:59.999Z,2023-03-10T00:03:00.000Z,2023-03-10T11:25:00.000Z,2781,20367.0017771358,20370.595398116,19628.2543094205,20187.2436476163,39578257695.31,389890609883.9,2023-03-10T23:59:59.999Z,21672.390780709444,22927.40848037969,986.7023127863102
2023-03-11 00:00:00+00:00,2023-03-11T23:59:59.999Z,2023-03-11T05:59:00.000Z,2023-03-11T12:56:00.000Z,2781,20187.8770747332,20792.5256924445,20068.6603124152,20632.4096293926,30180288175.61,398509689462.45,2023-03-11T23:59:59.999Z,21426.542145775427,22887.854137534894,1003.0165420141882
2023-03-12 00:00:00+00:00,2023-03-12T23:59:59.999Z,2023-03-12T23:58:00.000Z,2023-03-12T07:49:00.000Z,2781,20628.0290344583,22185.0311108771,20448.8062610768,22163.949951915,29279035521.01,428114557464.91,2023-03-12T23:59:59.999Z,21387.747253624217,22904.946343167525,961.8959982054677
2023-03-13 00:00:00+00:00,2023-03-13T23:59:59.999Z,2023-03-13T15:32:00.000Z,2023-03-13T10:19:00.000Z,2781,22156.4066753221,24550.8374857613,21918.19993089,24197.5329977753,49466362688.47,467417380966.85,2023-03-13T23:59:59.999Z,21640.286605685502,22982.501640958213,1409.145196138046
2023-03-14 00:00:00+00:00,2023-03-14T23:59:59.999Z,2023-03-14T13:05:00.000Z,2023-03-14T00:15:00.000Z,2781,24201.7660061459,26514.7171655285,24081.1826516623,24746.0746588477,54622230163.97,478037073214.71,2023-03-14T23:59:59.999Z,22001.18740395777,23081.097330044453,1839.9508554607376
2023-03-15 00:00:00+00:00,2023-03-15T23:59:59.999Z,2023-03-15T13:23:00.000Z,2023-03-15T17:05:00.000Z,2781,24770.925668703,25240.6158183485,23964.909846877,24375.9613578312,43655701450.2,470908667056.64,2023-03-15T23:59:59.999Z,22380.884765014784,23166.692649518794,2035.6295395985248
2023-03-16 00:00:00+00:00,2023-03-16T23:59:59.999Z,2023-03-16T19:26:00.000Z,2023-03-16T01:20:00.000Z,2781,24373.4566170173,25190.3269844926,24225.1109586283,25052.789721748,33866061746.62,484005642386.83,2023-03-16T23:59:59.999Z,23050.85170930373,23261.092168787145,2032.5697267411151
2023-03-17 00:00:00+00:00,2023-03-17T23:59:59.999Z,2023-03-17T22:49:00.000Z,2023-03-17T00:40:00.000Z,2781,25055.12321927,27787.8122252255,24955.1690552856,27423.9306340492,50730261335.05,529839581714.46,2023-03-17T23:59:59.999Z,24084.664135937,23364.961812305974,2169.110008784283
2023-03-18 00:00:00+00:00,2023-03-18T23:59:59.999Z,2023-03-18T01:06:00.000Z,2023-03-18T16:32:00.000Z,2781,27448.1172696105,27725.9534162099,26636.2609459753,26965.8797570266,35723036817.12,521018360376.26,2023-03-18T23:59:59.999Z,24989.445582741853,23476.375321513315,1774.0333233025597
2023-03-19 00:00:00+00:00,2023-03-19T23:59:59.999Z,2023-03-19T20:12:00.000Z,2023-03-19T07:12:00.000Z,2781,26969.5037878128,28440.5612172583,26907.7162737127,28038.6749467651,37769448858.69,541771324421.11,2023-03-19T23:59:59.999Z,25828.692010577586,23592.144420107263,1595.159217825518
2023-03-20 00:00:00+00:00,2023-03-20T23:59:59.999Z,2023-03-20T09:05:00.000Z,2023-03-20T03:54:00.000Z,2781,28041.6019174942,28527.7242227414,27242.8807029191,27767.2363318262,44774027663.55,536553055078.31,2023-03-20T23:59:59.999Z,26338.64962972771,23696.343066220612,1556.9240255696798
2023-03-21 00:00:00+00:00,2023-03-21T23:59:59.999Z,2023-03-21T16:54:00.000Z,2023-03-21T07:14:00.000Z,2781,27768.3920318154,28439.5615887102,27439.6470941503,28175.8168354249,36102192830.48,544473344614.66,2023-03-21T23:59:59.999Z,26828.612797810172,23824.615571658684,1511.208980124332
2023-03-22 00:00:00+00:00,2023-03-22T23:59:59.999Z,2023-03-22T18:06:00.000Z,2023-03-22T20:00:00.000Z,2781,28158.7199918061,28803.3359206694,26759.9962331222,27307.4367684133,33382021889.86,527720639354.35,2023-03-22T23:59:59.999Z,27247.3949993219,23907.225211607485,1055.8281956456976
2023-03-23 00:00:00+00:00,2023-03-23T23:59:59.999Z,2023-03-23T15:18:00.000Z,2023-03-23T01:53:00.000Z,2781,27301.9574943549,28729.8434696783,27183.3637407073,28333.9727113788,24220433689.12,547590658474.12,2023-03-23T23:59:59.999Z,27716.135426412013,24037.14581916758,502.4895946494697
2023-03-24 00:00:00+00:00,2023-03-24T23:59:59.999Z,2023-03-24T00:25:00.000Z,2023-03-24T21:36:00.000Z,2781,28324.1116952049,28388.4377455639,27039.2654315026,27493.2851436235,25980310960.02,531370969956.36,2023-03-24T23:59:59.999Z,27726.043213494057,24147.293891398553,496.4148491149674
2023-03-25 00:00:00+00:00,2023-03-25T23:59:59.999Z,2023-03-25T15:52:00.000Z,2023-03-25T20:03:00.000Z,2781,27487.3377383863,27791.82560276,27196.2338295048,27494.7068783775,13383005987.37,531424045822.58,2023-03-25T23:59:59.999Z,27801.589945115615,24265.53436990527,390.35946538985655
2023-03-26 00:00:00+00:00,2023-03-26T23:59:59.999Z,2023-03-26T13:59:00.000Z,2023-03-26T00:18:00.000Z,2781,27495.523958251,28178.1444372132,27445.0463549252,27994.3295142227,13878363191.96,541106062437.58,2023-03-26T23:59:59.999Z,27795.254883323843,24425.40777078325,386.20836037771056
2023-03-27 00:00:00+00:00,2023-03-27T23:59:59.999Z,2023-03-27T00:53:00.000Z,2023-03-27T15:12:00.000Z,2781,27994.0679232525,28037.9258606414,26606.6890011395,27139.8885305221,18188895177.73,524615890807.42,2023-03-27T23:59:59.999Z,27705.63376885183,24557.558200605905,459.6081290614196
2023-03-28 00:00:00+00:00,2023-03-28T23:59:59.999Z,2023-03-28T20:01:00.000Z,2023-03-28T10:55:00.000Z,2781,27132.8889214451,27460.7194594252,26677.8187281128,27268.1314829145,17783600384.84,527117850100.66,2023-03-28T23:59:59.999Z,27575.964432778914,24681.122153005846,432.06383997453355
2023-03-29 00:00:00+00:00,2023-03-29T23:59:59.999Z,2023-03-29T08:38:00.000Z,2023-03-29T00:49:00.000Z,2781,27267.0321746002,28619.5433888008,27259.6611804101,28348.442342812,20684945905.97,548025510532.62,2023-03-29T23:59:59.999Z,27724.679514835872,24841.974500616045,498.3099364221372
